review_title,review,sentiment
Changing For The Better,"{ Pros. - Great Benefits (401K, Pension, Healthcare Coverage, PTO) - You can build great relationships and need to in order to thrive at the company - Depending on your location within the company, there is room to grow in your career - They care about Diversity, ERG's are well equipped to provide employees with resources needed to excel in career } { Cons. - Some areas of the company can stunt career growth, especially engineering - Office politics can affect performance - Inclusion piece of Diversity & Inclusion is lacking, leads to loss of great employees }",0.97
Great place to work!,{ Pros. Collaborative and people focused. Great benefits. } { Cons. Oil price volatility and high capital expenditures has limited number of project going forward which means its a bit slow for high achievers. },0.83
Amazing company,"{ Pros. Good pay and career development } { Cons. None, everything is good, nothing to say }",0.02
Great experience at Chevron,"{ Pros. Very supportive culture of training and growth. The Horizons program was in its infancy when I started, but it was both a great way to learn new skills that I could employ on the job and the networking was awesome. You had a lot of opportunities to present your work and get involved in different facets of the company. } { Cons. There is a joke that if someone asks a question in a meeting and no one speaks up to answer it's called a ""Chevron Yes""...so perhaps there is a perceived timidity in some divisions. I saw that sometimes. Bureaucracy...it's going to always be an issue in any large organization }",0.95
Review,{ Pros. Salary and Benefits are good } { Cons. Some people are not that good },0.48
Cashier,{ Pros. Good customer service skill builder. } { Cons. Lack of advancements in the work place },0.15
Great company to work for,"{ Pros. Great pay, benefits and retirement. Culture at the refinery is excellent and moral is high. } { Cons. Demanding workload, must be willing to put a lot of effort into the job. }",0.84
Good company,"{ Pros. Flexible schedule, 9/80, good pay } { Cons. lots of politics, almost impossible for a contractor to get hired on full time. }",0.53
Good pay but too big for its own good.,{ Pros. Company has good pay and benefits. } { Cons. Too much nonsense to just do your job. },0.34
Cashier,{ Pros. Easy job and flexible schedule } { Cons. Bad customer experience sometimes makes work hell },-0.65
Not great but not bad temporarily,"{ Pros. Decent pay, flexible hours, close to home } { Cons. A lot of responsibility and hours can be very long }",0.13
Customer,{ Pros. I love it and the pay is great. } { Cons. The hours are long and you work weekends. },0.84
Tax Analyst,{ Pros. Great Company. Great Flexibility and Very Good 401K Matching } { Cons. None that I can think of at the moment },0.93
Love it,"{ Pros. Great inclusive environment and 401k match. } { Cons. Like any large company, it’s tough to move things forward. }",0.73
IT Professional,"{ Pros. Chevron has a great working culture that focuses on safety and they treat employees well } { Cons. It is an oil company, IT is not the main selling product for the company }",0.89
"Chevron Stations is one of the worst places to work. Get experience when working here, then leave to get a better job.","{ Pros. First off, Chevron Stations and other departments of Chevron should be separated because they are not the same. Chevron Stations is overloaded with low salary people who slack off during work, and who don't care about their jobs. - Can slack off and do nothing while getting paid, because the managers themselves slack off themselves and let others to do so as well. - Can break practically any rule of Chevron that you want because the managers don't care if you do so or not because they don't care for the company. - Free fountain drinks. } { Cons. - Management and Chevron corporate allow harassment to other employees and nothing will happen to them if you report them. - Management is ruled by people with GEDS, or by the ones that barely passed high school. Thus, management at Chevron have low intelligence. - Management don't care about their job. - Salary is low from start to finish. You start making at exactly minimum wage, and increase by .25 cents every year, and capping to at most 1 or 2 dollars more than the minimum wage. - If you are a hard coworker management and corporate will just make you do all of the work there while the others are allowed to slack off. So basically, you work while the others get paid the same to do nothing. So, in the end why work well at all? - In Oregon you have to pump gas. If you can pump gas well and fast, you be made to pump gas forever. Its harder work than working inside the store. Practically no one likes pumping gas, so you will have like 6 people working and 5 people inside the store talking to each other while you have to pump gas alone outside handling all of the gas pumps. - Management are huge slackers. I had one who just stayed inside the office and was on their cell phone all day. - Management will talk to you and get angry at you if you get a customer complaint, but will completely ignore customer complaints about themselves. - Corporate doesn't care about you, even if they say they do. Your just a pile of replaceable trash to them. They will easily replace you with some guy who's desperate for a job if you don't like your job. - Benefits are a scam. They never give tuition reimbursement to anyone who works at Chevron Stations. I never got it, and no one that I've heard that applied to it has ever gotten it. They don't even give a reason as to why you didn't get it. They just don't want to give you money for tuition. So if your planning to work at Chevron for the tuition reimbursement, I suggest you look elsewhere at a different company. - No tips by the way. If you get a tip and accept it you will get in trouble. But if management gets a tip they will take it and tell you to back off if you say something. - Your salary is still low if you become management. - Management can't do math, can't read, and can't write. I had a manager who asked me how to spell out a basic word that is learned in like 2nd or 3rd grade. They couldn't even write a paragraph, and had to use a calculator for basic math. - You may get split days off if your not a favorite of management, and you will also get your schedule changed in less than 24 hours if your not a favorite of management. - Management hires anyone who is willing to work. So the level of your coworkers may vary from people who are difficult to work with, and with huge slackers. I started off as someone who worked hard and well at Chevron Stations trying to actually get work done and well. In the end I ended up no caring because I was working while the others were allowed to slack off. Plus, I had a minimum wage salary. So, there's no reason to work well. }",-0.99
Decent job.,"{ Pros. Full time, Flexibility, and a secure job rain, or shine. } { Cons. Pay, graveyard shift, high expectations. }",0.3
A lot of room for upward movement,{ Pros. Great company to work for. There are a lot of opportunities to learn different roles within your discipline and position a cross-functional area. This leads to a lot of opportunities for upward movement in the company. } { Cons. They want you to relocate often. },0.86
Mid-careers not managed well,{ Pros. - Work/life balance -Nice people - Good early-career development programs } { Cons. - No idea how to manage high-performers - Consensus-based decision making - Highly political for mid-career growth - Below market pay for non-technical employees },0.69
Chevron,{ Pros. Work life balance is very good } { Cons. All about who likes you },0.72
Great place to work,"{ Pros. -benefits, schedule, work/life balance, interesting work } { Cons. same that you would find anywhere }",0.65
"Early career - good, mid to late career - bad",{ Pros. Excellent development programs for new and early career employees. Stick with the company and you will advance. They encourage movement and development of their young employees. Excellent benefits and work-life balance. } { Cons. Not a place for mid-career or experience hires to make an impact. If you have not grown up with Chevron your mobility and advancement opportunities are minimal. Unless you want to work for the refineries your opportunities in CA are limited. Everything is moving to Houston. },0.95
Contract administrator,"{ Pros. Interesting work, dynamic business environment } { Cons. Issues with process for evaluating performance }",0.65
Welcome to the machine,"{ Pros. Lots of opportunities for exposure to new operations and to build experience and knowledge in a safe environment with lots of resources. } { Cons. Follow the procedure, follow the procedure, do as your told do as your told, why aren’t you entering more data. }",0.67
Chevron employee on an expat package,"{ Pros. Great pension scheme, good people and Management seem fair. } { Cons. Company turning to a more downstream type strategy, they seem to letting very good people go with this strategy. }",0.91
Social Investment/Corporate Responsibility,"{ Pros. You'll eventually get to the point where you can laugh hysterically every time you read an article or tweet about how we need to encourage girls and people of color to go into STEM fields that is written by the same leaders that are destroying your life. } { Cons. Interested in corporate social responsibility? Run for the hills. Take a job anywhere but here. I'm not sure how a department with so many resources to give away and such a great focus on education and health can be such a miserable place to work. I take that back, I know exactly why. The leadership will destroy your soul. They will find every last spark of decency in you and destroy it. Sexism and racism are their favorite tools. }",-0.84
Facilities Engineer,"{ Pros. Salary, Mobility, Benefits, Culture, and Travel Opportunities } { Cons. Challenging to develop in areas outside of discipline. }",0.7
Pipeline Controller,"{ Pros. great compensation package, great salary, high expectations, committed to safety, environment, people, and places. environmentally conscience } { Cons. sometimes decision making ability gets lost in exhaustive decision analysis process }",0.91
Intern review,"{ Pros. Good people, good work environment. } { Cons. None really,! Had fun at internship }",0.49
Payroll,"{ Pros. Great culture, people, benefits, opportunities, management. } { Cons. The systems that are being used is pretty old. }",0.91
Big corporation with good benefits,"{ Pros. good benefits, decent job security (considering volatile oil industry) } { Cons. sometimes it feels like you're working for initech (the company in the movie Office Space) }",0.86
PSG-21,"{ Pros. Good benefits in the form of pension, 4 to 1 401K match, relatively inexpensive medical insurance. Potential to make hundreds of thousands a year if you can climb the ladder enough. } { Cons. Refinery Experience: The company has the worst business models I’ve come across. Zero access to leading technology that is just common business from other industries. The IT group creates a 6 month roadblock when you try and introduce a new platform or program. Then another 6 month roadblock trying to get a contract signed to keep company information confidential. Our own standards don’t allow us to keep up with any industry leading programs. Instead we have our IT group create programs, which don’t take the input to a program from the groups that will use it. Then they don’t keep it updated. Everyone at the refineries talks about how the “Chevron Way” is being nice to everyone and not holding people accountable and just scraping by, but no one does anything about it. A lot of people just going with the flow instead of pioneering new models and trying to improve the whole concept. Is that because we have a pension and good pay so people just want to stay around? Sounds like a broken business plan. No one keeps track of any money. We have contractors sending in extra work that wasn’t in scope and they’re being paid for it. Because we don’t track anything. Contracts are written on time and material because we don’t want to do the CMCO process. Because we don’t know what is right versus wrong. We’re lazy so time and material is easier. A contractors dream come true. They finish jobs and submit them with 20% markup on both. A welder failed and had to gouge his welds out on Thursday and Friday? We’ll pay him double time to come in Saturday to fix his rejected work. We literally have no idea how to manage contractors and we let slide by every year. There are plenty of PSG-22/23s that are Team Leads and second level managers that have no idea how to manage. This is something that seriously needs fixed. How can the future leaders be bred when they’re lead by poor individuals? The future of Chevron depends on the internal growth of upcoming employees. Proper leadership trainings needs to happen to the 22/23s. The annual review process needs tweaking. The ranks are 3, 2- , 2 , 2+ and 1. 1s being the stellar ones and 3 being the turds. The issue is someone who is on the boarder almost a 2- and someone on the boarder of 2+ are both grouped as 2s. While in actual performance they are far from each other. Why do we not use 1-10? Would make so much more sense. I think the current system would be fine if there was more incentive to have employees perform at higher levels. If being a 2 was not just the general population employee. }",-0.77
Manager,"{ Pros. Great place to work and many opportunities to advance, } { Cons. None that I can think if,1 person found this review helpfulHelpfulShareRepor }",0.77
Chevron,{ Pros. Great Company to work for } { Cons. None to think of at this time },0.62
Chevron Review,{ Pros. Great Safety Oriented Company Just Wish Pay Was A Bit Higher } { Cons. Pay could be increased as stores are open stores are profitable. },0.92
it was a very nice place,{ Pros. friendly understanding helpful kind } { Cons. it may be hard to get in touch with managers },0.84
"Cashier, stocker,maid",{ Pros. Lots of hours and busy atmosphere. } { Cons. The owner is very demanding. },-0.29
Blessed with this career,"{ Pros. Diverse work culture, great pay and benefits. Managers I worked for were almost always excellent with an open door policy. Gave my wife and I 10,000 towards adopting our grandkids } { Cons. I worked in California and the government there is making it real hard for the companies to do business. Jumping through hoops keeps production costs high and that and taxes keep gas prices high in California making my it harder for poor people to get to work. }",0.74
Good place to work,"{ Pros. Benefits, solid company with plenty of resources } { Cons. Stressful at times, HR staffing isn’t generous, so workload can be daunting }",0.49
"Great pay, but highly competitive environment","{ Pros. Great pay. Great opportunity, if you are immensely competitive and insanely ambitious. } { Cons. Employees are pitted against one another in performance reviews since your ranking is relative to others’ performance. Some management can be atrocious to work for. }",0.94
Office Assistant,{ Pros. Pay and benefits are great } { Cons. So disorganized. Absolutely impossible to make change happen here. People in Houston who have never been to a field location make all the decisions. So much preferential treatment given that the people who are top performers never get the opportunity to advance. },0.44
DBA,{ Pros. Nice company to work.. Good working culture and cool atmosphere } { Cons. Nothing i can think of },0.79
Good job if Full-time,{ Pros. Its great if you love building relationships with people like yourself and like multitasking . } { Cons. You will have one or two customers a month that ruin your day if you aren't adaptable. },0.86
Chevron work experience,"{ Pros. work-life balance, investment in employees, good benefits } { Cons. many levels of management, rotation between several roles before promotion }",0.67
Senior HRBP,"{ Pros. Excellent compensation and career growth opportunities } { Cons. Great place to work, no cons worth noting }",0.88
Project engineer,{ Pros. Great company to work for with amazing benefits. } { Cons. Not very much room to grow.1 person found this review helpfulHelpfulShareRepor },0.89
Chevron Senior Counsel,"{ Pros. Combination of benefits and total compensation package, including pension and stock options, are fairly generous. } { Cons. Too many layers of management and internal politics get in the way of efficiency. }",0.81
Operator,"{ Pros. Great Pay and Benefits, Boss were great. Room for advancement } { Cons. Long shifts , short handed too much }",0.89
"So far, so great!",{ Pros. Easy and quick training. Descent pay for what the job requires. Building relationship with the regulars. Free food off the hot grill and free fountain drinks/coffee! } { Cons. 9 hour shifts. No breaks. Work entire shift alone in the store most nights. },0.73
Great company,"{ Pros. Strong management, serious career development, excellent work life balance } { Cons. Slow progress up the promotion /pay ladder }",0.84
Store Clerk,{ Pros. great benefits and excellent pay } { Cons. there were no cons of working here },0.83
HRBP,"{ Pros. The 401k , the pension, salaries, bonuses } { Cons. cut throat competition, no middle lead positions that provide opportunity to be promoted }",0.71
Decent,{ Pros. Good benefits positive future outlook } { Cons. Management may ask the impossible },0.84
Excellent Company,"{ Pros. Focused managers, efficient operations, adequate bonuses and pay } { Cons. Big company processes sometime annoying. }",0.78
CSR,"{ Pros. Paid weekly. 1.5 pay for Holidays. } { Cons. No raises. No benefits unless a manager, or supervisor. Unfair workload. Many lazy employees makes it difficult on the hard workers; have to pick up their slack. Upper management who doesn't care. }",-0.89
Business Analyst,"{ Pros. Great safety culture. Excellent people to work with. The informal laid-back atmosphere. 4/10 schedule. } { Cons. Slow to adopt new technology, preferring to continue with outdated inefficient methods. }",0.91
manager,{ Pros. excellent company lots of bbqs baseball games and free movie tickets } { Cons. the pay sucked and no benefits },0.34
RE,"{ Pros. Good work life balance, company culture } { Cons. Pension has been cut in half after 2008. Promote leaders that lack of analytics skills but strong on facilitation. }",0.72
Aging Poorly,"{ Pros. Good work-life balance. The pace at Chevron is a little slower, so working at an even pace is enough to get you recognized as a high performer. } { Cons. Management is old and is really struggling trying to understand recruitment and retention of young talent. Chevron thinks its employment package that was extremely competitive back in the 90's still holds up with the level of employee benefits offered today in California. }",0.74
Cashier,"{ Pros. It wasn't difficult to run the store alone, and most issues that arise are very easy to fix without needing help. } { Cons. most available shifts were nights and weekends only managers worked days }",0.26
HES Advisor,{ Pros. Diverse workforce and job opportunities } { Cons. working environment long term career goals },0.38
Financial Analyst,{ Pros. Job stability - most people stay for at least 10 years } { Cons. There is a lack of work/life balance and ability to move up },0.0
Cashier,{ Pros. They were very quick paced very busy workplace and usually a fun work environment } { Cons. They seemed to have had favorite employees and they let good workers go for less write ups then people with way more write ups },0.85
Incredible Company To Work For,"{ Pros. Exceptional culture, vast opportunities, and overall outstanding company. } { Cons. They do not believe in making the most of the knowledge they have in their people. }",0.78
HRBP,{ Pros. The salary and benefits are great. } { Cons. Too much nepotism throughout my department. Management was clueless about how to efficiently manage a team. },0.78
Cashier,{ Pros. Easy Job to work for } { Cons. Too long by yourself but it was fine },0.49
Communications Advisor,"{ Pros. Great company, culture, offerings. } { Cons. Opportunity to simply processes, accelerate innovation. }",0.86
Used to be a great company who cared for its employees,"{ Pros. 9/80 schedule which allows you to take off every other Friday when you work 9 hr days. Good matching contribution to 401k. There used to be great qualities about the jobs at this company which have been all lost with bad management and poor decisions. } { Cons. - Continuous over-hiring and laying off trend never ended over the three years putting all employees at the edge of their seats and making it a very uncomfortable environment to work at. - Bad ranking system. The ranking system takes your performance evaluation into account and gives you a score to determine your next year's salary. This ranking and performance evaluation is not standard across the company or even the business unit. You are always in the hands of your higher management and they will throw you under the bus when a scapegoat is needed for any reason. You may accomplish everything they put into your performance agreement in the beginning of the year and more; help other employees, work groups, managers, but it doesn't get recognized especially if your manager or some other managers you worked with talk adversely of you. - Constant comparative environment which promotes individualism, but not teamwork. They continuously race and compare you to the similar salary grade coworkers. They treat you like a race horse year after year. - No good structural organization system has been in place for years knowing the ups and downs of the oil price effects on economics. The moment oil prices dip, this company is ready to lay off their employees immediately. - All the company cares for is their stock prices. In order not to sacrifice stock prices, they will sacrifice employees at any time. Makes you feel very worthless and not valued whatsoever. Meanwhile, I've seen so many processes rolled out and have been taken out in a few years or less because they never were fit for purpose. They were just time-wasters for everyone while the company tried to look good outside. - There is an overload of meetings. If you do not setup meetings, you are not perceived as working although you are actually self-sufficient and know how to plan, manage your time, work along with your coworkers' work. The meetings in this company is a waste of time 99% of the time. Moreover, you have to listen to the same safety briefings over and over and over. - When you do your work, it is always for the upper management. Your supervisor takes the credit. Your supervisor requests the work that is asked from the upper management. You do all the work and the supervisor presents the work and receives the credit. - I've seen lead engineers make up numbers to save their backs in reporting to the upper management. This is 100% unethical, but the rest of the team won't say anything in fear of losing their jobs. - They non-stop talk about Chevron ways, transparency, teamwork. They don't follow none of which. - As a result of all of these cons, I've never seen so many professionals leave Chevron on their own including myself for the last 3 years. Especially after the so-called reorganization that was done at the end of 2017, they kept lower salary grade people whom had been completely miserable at the assignments and working situations they were placed at. }",-0.83
Great place to work,{ Pros. Opportunity to grow and good salaries. } { Cons. Oil companies are not on their best age. },0.33
Great Company; Long Line to Promotion,"{ Pros. Chevron is a great company because it cares a lot about its employees. Expectations are clearly laid out and progress toward those goals is measurable. } { Cons. None. Except when it comes to career advancement, pick a ticket and get in queue, there's a long line of seniority to be promoted. }",0.94
Key cashier,{ Pros. Good hours and great employee } { Cons. Open at 6am and usually not stocked },0.79
Scam Alert!,"{ Pros. Full time, nice co workers, regular customer's, the owners sister Patty is nice } { Cons. Managers aren't understanding, hours are all over the place, too much gossip about co workers between the bosses and higher up bosses, no benefits, low pay, barley give you raises, and will force , poor business ethics, you to work hours you never agreed too, claim they have all hours open but they don't. }",-0.1
Not always what they say,{ Pros. Great values and potential for diverse jobs } { Cons. Some managers take pride in creating a hostile work environment to provoke retirements and lower costs },0.6
my experience was good,{ Pros. Nice experience about life } { Cons. want to grow more },0.48
Best work place and great people to meet.,{ Pros. Making customers happy and love to work with others and its good environment to make friends. } { Cons. Handling money and always attemptive in surroundings. },0.93
Over all it was a good experience,{ Pros. Good people and good pay if you are an employee. You can learn a lot an there are good opportunities if you are willing to move around. } { Cons. Lots of red tape. Hard to get things done. Upper management makes huge changes that drastically alter your work environment and job with little or no explanation on why. },0.87
"Good over all, a lot of freedom.","{ Pros. Great work environment. Freedom with schedule and days off. } { Cons. Pay isn't the greatest, and there isn't always a whole lot of room for moving up. }",0.67
Geologist,{ Pros. work life balance company culture volunteerism office space employee networks scale of projects } { Cons. opportunity for growth widespread nepotism diversity performance rating system layoffs },0.66
Great company to work for,"{ Pros. work life balance, people are really nice } { Cons. work is not challenging enough not enough development opportunities for technical people }",0.12
Good place to work,"{ Pros. Excellent people, good variety of projects, good work life balance } { Cons. Exceptionally large amount of process slows things down }",0.86
Love working here. It's a good company!,"{ Pros. Good pay, good managers, all around fair place } { Cons. Doesn't always promote from with in }",0.67
Good company,{ Pros. Good work-life balance. Open and diverse culture. Company cares about employees most of time. } { Cons. Decision making can be slow },0.71
Good work life balance for most employees (not operations).,"{ Pros. To get fired you have to be bad at your job and people have to not like you. Good people work here. You will like your coworkers. 8% match is great plus mega back door roth is possible. } { Cons. Company is very stagnant. Essentially, predictable is much more important than good here. IMO most managers are selected by their willingness to take crappy jobs within the company. (Some are good) Work processes are over complex and tedious. People are not direct. }",0.16
Project Manager,{ Pros. Good safety culture. Challenging asignments. High responsibility. } { Cons. Management expect 24/7 email monitoring and answering. },0.74
Operations Petrophysicist,{ Pros. Great benefits and opportunity to learn from subject matter experts. } { Cons. There was a turn about for some projects I was working on and some of my areas of subject matter expertise where diminished and not given full value as previously detailed. Some major health and personal issues where overlooked as I worked through them without taking medical leave as was suggested or came back early from medical leave. Did not feel fully appreciated for efforts especially supporting additional/new projects due to personnel shortages. },0.8
Senior Staff Geophysicist,{ Pros. Great tech support. Global location with good vacation programs. Very interesting work with big projects and big corporate bucks to back. } { Cons. Came in from a merger and very tough to navigate the bureaucracy to get anything approved in comparison to old company. Very slow moving as a result. Committees to form committees! },0.93
Great place to start a career.,"{ Pros. Nice pay and benefits. Predictable schedule. Relatively low-stress, especially on deadlines. Fosters collaboration among coworkers. } { Cons. Layers upon layers of bureaucracy. De-centralized decision making results in analysis paralysis. Organization is plagued by an unwillingness to act. Non-engineering staff are treated as second-class employees with respect to compensation and benefits. }",0.87
Poor choice for experienced / high potential HR candidates,"{ Pros. Very high pay relative to expectations, work/life balance, golden handcuff pension, employees expected to act professional. } { Cons. Experienced hires will be severely underchallenged and not considered for growth opportunities; Chevron HR doesn’t care about anything you learned from any other company, even though their own HR practices are weak. This is a relationship and politics based culture that views performance as secondary, which means you have no chance relative to someone who has already been there 20 years. They hold positions exclusively for people from their own development program, even though they too are often ill equipped. The Chevron Way behavioral expectations lead to a friendly but artificial and passive-avoidant culture. About 50 percent of time is spent on bureaucracy vs real HR work. If you want money with minimal effort, this is a good choice. If you want to learn, grow and become a great HR professional, avoid. }",0.82
Cashier,{ Pros. Hours when you wants them } { Cons. Not flexible too much hours },-0.17
Great company to work for!,"{ Pros. Chevron has great benefits, recognizes and rewards their employees and has a very strong company culture that's consistent through at all it's companies across the corporations. } { Cons. Because it's so large it tends to be conservative so, some things can move more slowly than in a smaller company and are not as fit-for-purpose. }",0.92
Enjoyed my time with Chevron. Good company,"{ Pros. Very inclusive, embraces diversity and very safety orientated. } { Cons. Posting for jobs was difficult. Sometimes it felt easier posting and interviewing for other employers than it did posting internally within Chevron. Very process focused and sometimes to the detriment of the organization. To some extent I believe some of the decision making tools (i.e. CPDEP) when applied incorrectly stifled innovation within certain segments at Chevron. }",0.82
Good values but wish it was more results focused,"{ Pros. Pockets of interesting work, great people, stable job with good benefits } { Cons. Lots of bureaucracy, slow to get things done. Lots of silos and managers protecting their turf. }",0.93
Chevron,"{ Pros. Great salary. Good people to work with. Great benefits including pension. Ability to work in various locations around the world. You are given lots of responsibilities and many resources to accomplish your tasks/projects. } { Cons. Not always the most glamorous locations. Sometimes you need to work longer hours to accomplish your goals, but usually with your consent. }",0.92
Very good. Company,"{ Pros. Good company, for career development they worry for the people. } { Cons. I can not says something bad }",0.43
Legal admin,"{ Pros. Good work-life balance. Great Bonus } { Cons. Corporate life, hard to move }",0.88
very good culture,"{ Pros. Great culture, professional environment but relaxed enough to have fun, great pay } { Cons. International locations are managed totally different than the USA. It almost feels like different companies. Values are not held at the same level }",0.97
Great place to work,{ Pros. Salary and benefits are better than majority of companies. Collegial work environment - people are genuinely nice to each other. Good work/life balance encouraged by senior management. Opportunity to travel all around the world. } { Cons. Tough to reach higher levels in your organization without having rotated within many other groups in the company. Sometimes work can become routine. },0.93
General Manager-Mktg Support Services,"{ Pros. Great culture, talented people, superb ethics, very methodical company with strong process procedures. Very progressive on women, LGBTQ and global heritage employees. Excellent on broad based communication. } { Cons. Can be clannish in certain business segments but this is generic to most organizations. Those anointed as high potentials can avoid risky assignments while those who produce but are not designated high potential can gain advantage by taking those same risky assignments. }",0.91
Research Scientist,"{ Pros. Friendly people. Very good salary and benefits (9/80 schedule, 401k in addition to pension plan ). Good work-life balance (depends on the department). Good opportunities for project managers. } { Cons. LOCATION: you WILL end up working in Houston, Bakersfield, or Nigeria. San Ramon is no longer an option except a couple of corporate departments, which live in constant fear that they may be moved to Houston. LAYOFFS: 30% of my unit was laid off in 2015, more were affected in the subsequent year. If you are in a wrong place at a wrong time, you are out; there is no mechanism for keeping good people. MEDIOCRITY: there is little appreciation for technical skills and work. The attitude is that being an industry leader is too risky and being a follower is safer and cheaper; we do not have the resources to work on technically challenging problems and barely have enough time to evaluate solutions provided by vendors. }",0.8
Great Oppurtunity,{ Pros. Challenging place to work in a good way. } { Cons. Lot of contracted positions and takes a while to get hired on },0.54
Great Place to Work,"{ Pros. Good benefits, good people. I liked it a lot. } { Cons. Job dependent on the price of oil and during my tenure there were quite a few layoffs. }",0.88
A good place to work.,"{ Pros. World-class training and work-flow processes. Worldwide locations and (previously) opportunities for those who were willing to be ""global-mobile"". } { Cons. No major ones except caught in the same worldwide downturn as the rest of the industry. }",0.1
PM,{ Pros. Good company and people focused } { Cons. No longer in state of Hawaii },0.51
"Not bad, but harder to get good software engineering career development","{ Pros. Digital transformation is beginning to help with those out there that want to be code. Chevron is starting to realize they need to use the latest software technologies to compete in the market. People are nice and work life balance is great with Friday’s off every other week. } { Cons. Candid feedback from managment is rare. It is hard to be mentored if you want to be a software engineer, because there is a huge tech gap with not enough experienced people that can write good code. }",0.93
Great place to work,{ Pros. Chevron is a great place to offer that offers competitive compensation package and good work-life balance. } { Cons. Laid back in terms of technology adaptation },0.83
Not bad,"{ Pros. Excellent work-life balance, true part of the culture. } { Cons. Organizational drag does slow down innovation. }",0.8
"working in Chevron Holdings, Inc.","{ Pros. impressive employee benefits; work-life balance and values employee safety at all times } { Cons. not much of a ""title"" - oriented employees; few opportunities to go up }",0.92
Easy work nothing to it,{ Pros. Easy money nothing really to it. Work by myself and am trusted. The owner is chill and doesn’t make the work stressful. } { Cons. Boring and is very repetitive. Minimum wage job but it’s reliable to say the least. You have to clean the restroom... },0.48
"Good benefits and pay, favoritism",{ Pros. Decent pay and benifits } { Cons. Family and friends get priority on everything },0.4
Advisor,{ Pros. Good benefits and 9/80 schedule } { Cons. Minimal career development opportunities in PGPA },0.8
Process engineer,"{ Pros. 9/80 schedule, flex working hours } { Cons. Slow advancement, difficulty moving positions with supervisor approval }",0.18
Engineer,"{ Pros. Flexible hours, great work culture } { Cons. limited and extremely competitive upward mobility }",0.73
Engineer,"{ Pros. Really great benefit, good people and work life balance. } { Cons. too big of a organization that can be hard to move }",0.89
Great company,"{ Pros. Work life balance , Pay , Benefits , Company culture ,Brand } { Cons. Flexibility, Politics ,Nothing much else }",0.56
Great company,{ Pros. Structured and strategic management style } { Cons. Too much red tape sometimes },0.0
Invoice processor,{ Pros. Great place to work and the benefits are amazing } { Cons. Hard to move up in compnay },0.88
Growth available only to a select few,"{ Pros. Chevron had robust benefits package and flexible work schedules. The 9/80 work schedule was great. } { Cons. There seemed to be a big divide between chemists and engineers - chemists got the short end of the stick. Upward mobility was really hard to achieve, even for high performing chemists with bachelors degrees. }",0.85
Research Associate,"{ Pros. Good Benefits, 9/80 schedule, flexible hours } { Cons. Too many managers, mobility and career ladder progressions are stunted in current corporate structure. }",0.75
Project Manager,"{ Pros. Positive corporate culture, interesting technical work, great decision-making processes, generous benefits } { Cons. subject to swings in oil price }",0.95
Customer Service,"{ Pros. Easy work, not a lot of stress } { Cons. pay is not really good }",-0.44
Great work environment,{ Pros. Multiple training. Good compensation. Opportunity to travel the world } { Cons. Slow career growth. Overly Competitive environment },0.84
"Good Opportunities, Tough Environment","{ Pros. Many interesting projects, many good people, overall work / life balance is good and location downtown is good and facility is good } { Cons. Difficult environment right now, lack of direction from middle management, not many perceived opportunities from early career people, uncertainty about future organization }",0.71
Upstream,{ Pros. Great company to work for. Helps you to advance or further your current career. } { Cons. Nothing at this time },0.77
Poor Management,"{ Pros. works with school if manager remembers school schedule. } { Cons. bad wages, micro managers, inconsistent coworkers, constant calls to come in when scheduled off. }",-0.54
"Great Company! Lots of growth, benefits, and processes","{ Pros. Robust processes in place to ensure high level of efficiency and safety. 4x match on 2% 401(k) is industry-leading with only Aramco Services Inc better at 5x match. Compensation is competitive and growth opportunities are omnipresent. Great work-life balance for rotational employees. } { Cons. Highly political company. To be noticed and recognized for promotions, you have to be highly visible and recognized as the Clear Leader in your discipline and job. }",0.97
He analyst,{ Pros. Good smart people fair honest } { Cons. Very competitive constant change org },0.9
Well Site Manager,{ Pros. They care about you and your priorities. Interesting work. } { Cons. Long hours. Good ole boy system. },0.83
Good company,{ Pros. Flexibility in the work schedule. } { Cons. company atmosphere is oil price dependent . },0.34
Lead design engineer,"{ Pros. Benefits, Culture, pay, work-life balance, 401k match } { Cons. Raises could be better but I'm sure that ""con"" applies to every employer. }",0.67
Environmental Specialist,"{ Pros. Chevron is one of the world's leading energy companies, with approximately 60,000 employees working in countries around the world. We explore, produce and transport crude oil and natural gas; refine, market and distribute fuels and other energy products; manufacture and sell petrochemical products; generate power; and develop future energy resources, including biofuels and geothermal energy } { Cons. There aren’t any cons to working here. One must perform accordingly. }",0.64
CONSTRUCTION manager,"{ Pros. Salary, people, career growth, diversity } { Cons. Big work load, stress, politics }",-0.05
Laboratory Inspector,"{ Pros. Great benefits, generous pay, working for a global energy company. Chevron truly cares about safety and is the industry leader. } { Cons. There isn't much mobility in the company unless you're an engineer. The work can feel a little repetitive and mundane. }",0.96
Good temporary job,{ Pros. Close to home. Friendly customers and venders. Typically reasonable when needing time off. Can be a fun environment some of the time. } { Cons. Lack of good communication. Lack of continuity between shifts. Store is cluttered in that there is way too much stock that does not move. },0.7
One of the best Fortune 500,{ Pros. Company culture is great. Work life balance. Benefits for expatriate assignment is very good. } { Cons. Promotion is slower after 10+ years with the company },0.87
