date;employee_title;employee_status;review_title;pros;cons
2021-05-01;Storage Engineer;Former Employee;Nice place to work;"Good work environment, opportunity for growth
";"Too many leadership changes in the org
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-03;Project Manager;Former Employee;GE;"Great salary and benefits and projects
";"Not as good as it used to be
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-24;Application-Engineer;Current Employee, more than 3 years;Nice place to work;"Great 401k match, PTO flexibility, great environment
";"Hard to move up if you're not in a Leadership program
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-29;CNC Machine Operator;Current Employee, more than 3 years;Great Company;"Safe environment to work in.
";"You have to start on 2nd or 3rd shift.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-20;Associate;Current Employee, more than 5 years;Management is Lacking;"Pay is good, but has gotten worse
";"Management doesn't know what they're doing, and changes need to be made
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Lead FP&A Analyst;Former Employee;Great flexibility;"Very flexible working conditions and wfh option
";"Not a ton of opportunities if you don’t network
Be the first to find this review helpful
Helpful
Share
Repor"
2021-05-01;Cashier;Former Employee, less than 1 year;Great;"Very good company highly recommended
";"Will go back to it if need be
Be the first to find this review helpful
Helpful
Share
Repor"
2021-07-01;Sales Associate;Current Employee;Okay;"A great place to work
";"A long commute from Long Meadows
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;Customer Service;Former Employee, more than 3 years;Good work culture;"Excellent people focused department looking to innovate
";"Lack of latest technology and systems expertise to drive through innovation quicker
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-28;Senior Software Engineer;Former Employee, more than 3 years;Great people, sad to leave;"Working in the GE New Orleans office was lovely. It was the easiest job I've ever had. The people were nice, we had permissive leave so I took roughly 5 weeks vacation per year and never heard any complaints from the management. It was super corporate, but I attribute that as the reason why they could pamper us so well.
";"They closed the office as a whole and laid off the 100 or so employees. This was a result of the long term effects of Covid-19. That said, GE does have a very real philosophy of looking at the numbers and cutting costs in any way possible, even if it's heartless and short sighted. I realize this is standard for any company this large, but as a result of it, any long term employee there is well aware that they need to shift their position regularly to match whatever is the most profitable side of the business at the time. The only thing you can count on at GE is CHANGE.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Sales Support;Former Employee, more than 10 years;Great company;"Great company with dedicated leaders
";"Sometimes felt difficult working for such a large corporation
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-27;Assembly Line Worker;Current Employee;Good;"Good pay, good atomophere, love the job
";"Constantly moving , high demand job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-31;Senior Technical Product Manager;Current Employee, more than 5 years;Great Work life Balance;"Great Work life Balance where people stop work at 5 and are offline at night.
";"Minimal Growth After Joining. Promotions are usually given after negotiating with people leader, And salary is lover than Industry Standard.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-25;Solutions Architect;Current Employee;Good;"Great place to work in bay area
";"heavy deadlines to meet in short time
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-28;Senior Vice President;Former Employee, more than 8 years;GE;"The company was very diverse.
";"Company became a captive finance organization.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Principal Mechanical Engineer;Current Employee;"Big company; lots of different opportunities";"Interesting, cutting edge, mechanical engineering work. Lots of different types of roles. Relatively easy to move between roles. High quality managers. Good vacation policy.
";"Poor health insurance. Some office spaces are not very modern. Can be somewhat bureaucratic (it's a big company, afterall).
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-06;Research Specialist;Current Employee, more than 10 years;Exciting transformation underway;"A true innovation ecosystem comprised of world class talent. Working on programs truly aimed at changing the world. Solidly positioned at the center of a GE that has regained its footing under its CEO. Really flexible working conditions. Knowledgeable and engaged senior leadership team.
";"Some colleagues who are stuck in the past ,,, wanting to work on projects that are not connected to a market need or value creation for the Company,
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-10;Pacs Support Engineer;Current Employee, more than 10 years;Solid, High Integrity;"Big Company, decent benefits, reliable, good brand, global.
";"Big Company, public company, not cutting edge tech.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-22;Engineer;Current Employee;Howdy;"Big company future is bright
";"Gets you lost in the shuffle of all the projects. Cool Hard
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
