Company;review_title;pros;cons;text;score_pros;score_cons;score_combined;insurance
PGandE;good experience;access to good engineers, moving around departments;Like any energy company, it's slow.;pro access good engineer moving around department con like energy company slow;0.44;0.56;0.76;0
PGandE;Good job, with great pay and benefits. Overly micromanaged.;The salary and benefits are great and with all the overtime offered you can exceed 100k. The customer that you talk to can be extremely tough. There is a ton of information to learn and it seems you learn something new everyday. There always seems to be food around. Either from potlucks within your own team, or during storm season or special events management is buying pizzas or catering for all staffed employees.;The customer that you talk to can be extremely tough. This is not your normal call center. You also deal with emergency situations such as gas leaks, power outages, wire down, carbon monoxide investigation, etc. Be prepared to micromanaged to the fullest. You are actually only allowed so much time off the phone for restroom breaks and water.;pro salary benefit great overtime offered exceed k customer talk extremely tough ton information learn seems learn something new everyday always seems food around either potluck within team storm season special event management buying pizza catering staffed employee con customer talk extremely tough normal call center also deal emergency situation gas leak power outage wire carbon monoxide investigation etc prepared micromanaged fullest actually allowed much time phone restroom break water;0.82;-0.36;0.63;0
PGandE;Good;Treat their people fairly in almost all situations;Company processes are frustrating and stand in the way of productivity;pro treat people fairly almost situation con company process frustrating stand way productivity;0.4;-0.44;-0.05;0
PGandE;Great Company;The pay is decent and the work challenging and satisfying.;Just like any big company, it it take a lot to move a big ship.;pro pay decent work challenging satisfying con like big company take lot move big ship;0.49;0.36;0.69;0
PGandE;Morning huddle threat to Safety, Micromanage;Company benefits. San Ramon location at Bishop Ranch.;Last year Gas Organization started daily huddle first thing in the morning. This causes stress and anxiety. Employees are just getting to office, still holding our purses, when we are asked what good and bad happened yesterday. This is complete waste of time. Who remembers what we did yesterday or over the weekend on Friday. Many members in our team just stand there with all their belongings and wait for it to be over so we can go to our desk and start real work. This has been complete waste of time, adding no value. Have asked management to move out the time of huddle, so at least we are able to think about the day before, go through our email...but no one listens. This is just a sneaky way for management to make sure everyone gets to office at a certain time. When is the company going to realize that we are not school kids but professionals, and don't have to be micromanaged. The huddles are not working, get rid of this, so we can be more productive, and look forward to coming to work. The morale is down in our dept. Management only talks about what matters to them, we are not able to solve any problems. You need to start treating us like professionals.;pro company benefit san ramon location bishop ranch con last year gas organization started daily huddle first thing morning cause stress anxiety employee getting office still holding purse asked good bad happened yesterday complete waste time remembers yesterday weekend friday many member team stand belonging wait go desk start real work complete waste time adding value asked management move time huddle least able think day go email one listens sneaky way management make sure everyone get office certain time company going realize school kid professional micromanaged huddle working get rid productive look forward coming work morale dept management talk matter able solve problem need start treating u like professional;0.38;-0.78;-0.27;0
PGandE;24/7 and Crises Mode;Excellent benefits, pay, and co-workers. Great training opportunities.;Always in crisis management. Doing your job you discover skeletons in PG&E's closet and the company sometimes went to great lengths to keep them quiet e.g. being asked to shred records, being told to communicate via fax because emails could be traced, and being trained face-to-face by lawyers to practice being grilled. These examples were not everyday occurrences, but they happened and they belittled your soul. I left on my own terms, but I am proud to have always questioned and challenged internal management who tried to keep us quiet - I was tired of always having to push things far enough into the public eye to make a difference. I had to keep a special file of my emails notifying legal or safety of potential issues - doing my job, I was sometimes fearful about what I discovered.;pro excellent benefit pay co worker great training opportunity con always crisis management job discover skeleton pg e closet company sometimes went great length keep quiet e g asked shred record told communicate via fax email could traced trained face face lawyer practice grilled example everyday occurrence happened belittled soul left term proud always questioned challenged internal management tried keep u quiet tired always push thing far enough public eye make difference keep special file email notifying legal safety potential issue job sometimes fearful discovered;0.91;-0.3;0.91;0
PGandE;Great colleagues who love their jobs;Large utility that will always have paying customers;Very bureaucratic, decision making is too slow2 people found this review helpfulHelpfulShareRepor;pro large utility always paying customer con bureaucratic decision making slow people found review helpfulhelpfulsharerepor;0.0;0.0;0.0;0
PGandE;Challenging Job;Good salary and benefits. For the most part, nice people around to work with.;Certain jobs could be stressful. Senior leaders not in touch with ground reality. They have their own agendas they want to pursue for quick promotions.;pro good salary benefit part nice people around work con certain job could stressful senior leader touch ground reality agenda want pursue quick promotion;0.82;-0.23;0.78;0
PGandE;Project Management;Professional people, caring for job completion and excellent management support.;Initial project estimates low for effort and budget.;pro professional people caring job completion excellent management support con initial project estimate low effort budget;0.86;-0.27;0.82;0
PGandE;;Great benefits and company culture;Workload can be very heavy1 person found this review helpfulHelpfulShareRepor;pro great benefit company culture con workload heavy person found review helpfulhelpfulsharerepor;0.77;0.0;0.8;0
PGandE;Overall Satisfied;Good pay and benefits make you want to stay;Process is disorganized and needs more structure;pro good pay benefit make want stay con process disorganized need structure;0.66;-0.3;0.56;0
PGandE;Great Company to work for;The people in the company are so nice and supportive. Can find mentors and people willing to take the time out to meet with you and discuss what they do and give advice. Being in the rotation program you are able to see the different lines of businesses within IT which can help gain new skills and learn the company better to find where you would like end up potentially.;At this point in the company it is difficult with limited resources. As a IT Rotational I have noticed that some managers don't know how to use my skills and have had a hard time developing as an engineer if you are not a programmer. Also, can be hard getting a full time offer if the team does not have the money to hire you permanently.;pro people company nice supportive find mentor people willing take time meet discus give advice rotation program able see different line business within help gain new skill learn company better find would like end potentially con point company difficult limited resource rotational noticed manager know use skill hard time developing engineer programmer also hard getting full time offer team money hire permanently;0.95;-0.64;0.88;0
PGandE;Employees Really Care;Everyone will take time to help the new employees understand how everything works, and if they don't directly know, they will know the right people to ask.;Training is not very organized and can be a little muddy.;pro everyone take time help new employee understand everything work directly know know right people ask con training organized little muddy;0.4;0.0;0.4;0
PGandE;Re: If you're not union or management, leave. You've been warned;Their pension and 401k back then was among the best in any industry. Many volunteer opportunities Lot of job shadowing and mentor ship opportunities as well Many of the employees there were really cool people. Management on the other hand have become a toxic club. They encouraged zero empathy. They are so far from their advertised culture, it's not funny.;If you're not part of the union, you will get the short end of the stick on raises, bonuses, and anything else. They promote *discussions* of safety culture, but it's completely superficial. It's just one more thing they need to identify employees who are not yes-men. With the exception of my first supervisor, people in my old team never spoke up in meetings anymore. Because the director at the time would always reject their ideas, yet openly ask for feedback as if he was accepting. And the supervisor who used to be a good guy became an a-hole when he got promoted. Something about becoming a supervisor at PG&E just turns you into heartless overseers. My main message is this: if you're not part of the union, you are expendable. I was supposed to have been in the union for the first 3 to 4 years. But it was not until I proved myself with another department that a union leader vouched for me only to break open a hornet's nest. It turned out I should've been in the union, but decided to fire me to cover up that mistake. If it wasn't a union contractor who helped with negotiations, I would've been dishonorably fired without severance pay. Also PG&E's HR is just as despicable. I learned the hard way that if you attempt to file a complaint about another employee, it's not confidential. And for attempting it, the employee (management) will retaliate and make your life miserable.;pro pension k back among best industry many volunteer opportunity lot job shadowing mentor ship opportunity well many employee really cool people management hand become toxic club encouraged zero empathy far advertised culture funny con part union get short end stick raise bonus anything else promote discussion safety culture completely superficial one thing need identify employee yes men exception first supervisor people old team never spoke meeting anymore director time would always reject idea yet openly ask feedback accepting supervisor used good guy became hole got promoted something becoming supervisor pg e turn heartless overseer main message part union expendable supposed union first year proved another department union leader vouched break open hornet nest turned union decided fire cover mistake union contractor helped negotiation would dishonorably fired without severance pay also pg e hr despicable learned hard way attempt file complaint another employee confidential attempting employee management retaliate make life miserable;0.95;-0.91;0.97;0
PGandE;PGE feedback;Good People, diversity champions, good pay\benefits;Political and poor company image;pro good people diversity champion good pay benefit con political poor company image;0.85;-0.48;0.85;0
PGandE;Good pay;Pay structure raises were good;Bidding in a union environment meant you were stuck I tour position for a couple of years minimum before being able to transfer out or move up.;pro pay structure raise good con bidding union environment meant stuck tour position couple year minimum able transfer move;0.36;-0.25;0.13;0
PGandE;?;"Good work environment; main priority safety";It's not a full time job;pro good work environment main priority safety con full time job;0.69;0.0;0.69;0
PGandE;My Experience working for PG&E;Great pay, benefits and culture;I don’t have any complaints.;pro great pay benefit culture con complaint;0.74;-0.4;0.67;0
PGandE;Great Company!;Diverse and Inclusive work environment;Not many downsides unless you count change happens slowly;pro diverse inclusive work environment con many downside unless count change happens slowly;0.0;0.0;-0.25;0
PGandE;very easy department and company culture;easy transit and close to bart;old building that needs renovation;pro easy transit close bart con old building need renovation;0.44;0.0;0.44;0
PGandE;Apprentice lineman;Good place to work at;None that I can say;pro good place work con none say;0.44;0.0;0.44;0
PGandE;Great Company!;The people are friendly and nice to work with;The offices are outdated;pro people friendly nice work con office outdated;0.72;0.0;0.72;0
PGandE;Great company;Benefits are best in kind l, salary is great, engineering jobs are union;Reorganization within the company, big territory;pro benefit best kind l salary great engineering job union con reorganization within company big territory;0.94;0.0;0.96;0
PGandE;PG&E salary;PG&E is a good company to work. I enjoyed working with the people at the organization, the salary and the benefits are excellent;Inconsistencies in processes across all departments.;pro pg e good company work enjoyed working people organization salary benefit excellent con inconsistency process across department;0.91;0.0;0.92;0
PGandE;Good pay, bad mgmt, no flexibility to work remote;Pay is above average for cyber security roles. Hour expectaions are low, meaning theres little pressure to complete work quickly (until theres a crisis). I have a lot of autonomy. Even with the bankruptcy, am fairly secure in my position. Little outsourcing to other geographies.;All of my observations apply to IT and Cybersecurity only. Average output and work ethic in these groups is extremely low. Incidents and work requests often go unassigned for weeks or more and its difficult to keep people accountable for things. Escalating to managers is rare and when done, managers generally dont respond. Ive had to escalate and contact three levels up to get simple tasks done. Managers dont actively manage their reports unless theres a crisis. They want people in seats as there is little understanding of the work and how to manage by goals. The bureaucracy is maddening and managers are usually contributing to that rather than reducing it. They blindly follow rules and process such as beginning every meeting repeating the same safety rules. Im so tired of reviewing active-shooter safety rules multiple times per day. We emphasize safety only so we can say we emphasize safety. I dont think anyone is asking whether its actually effective. Management not understanding goal oriented management together with an HR incident in 2018 (where managers authorizing overtime for employees who werent working or on site) led to elimination of any remote work flexibility. A total overreaction. We used to be able to work remotely either for a day or a few hours to balance family needs. But at the beginning of 2019, Cyber changed its policy so all remote work requests require executive approval. There are some managers who will look the other way for a couple-few hours but most still require approval. My manager insists on it for even working remote a couple of hours. Facilities outside of San Francisco are often very basic or even shoddy. If considering a position outside of SF, make sure to tour the work site. Being outside of SF is also a career disadvantage unless your work site is a center for your org.;pro pay average cyber security role hour expectaions low meaning there little pressure complete work quickly there crisis lot autonomy even bankruptcy fairly secure position little outsourcing geography con observation apply cybersecurity average output work ethic group extremely low incident work request often go unassigned week difficult keep people accountable thing escalating manager rare done manager generally dont respond ive escalate contact three level get simple task done manager dont actively manage report unless there crisis want people seat little understanding work manage goal bureaucracy maddening manager usually contributing rather reducing blindly follow rule process beginning every meeting repeating safety rule im tired reviewing active shooter safety rule multiple time per day emphasize safety say emphasize safety dont think anyone asking whether actually effective management understanding goal oriented management together hr incident manager authorizing overtime employee werent working site led elimination remote work flexibility total overreaction used able work remotely either day hour balance family need beginning cyber changed policy remote work request require executive approval manager look way couple hour still require approval manager insists even working remote couple hour facility outside san francisco often basic even shoddy considering position outside sf make sure tour work site outside sf also career disadvantage unless work site center org;-0.57;0.78;0.39;0
PGandE;Great pay and benefits;Great work life balance, benefits and pay.;Boring work, company has poor history of safety.;pro great work life balance benefit pay con boring work company poor history safety;0.74;-0.38;0.62;0
PGandE;IT in shambles;- Work life balance - Good people to work with;- IT management does know what they are doing - Unrealistic vision with current model;pro work life balance good people work con management know unrealistic vision current model;0.44;0.25;0.6;0
PGandE;It is a decent job;Pay, benefits, 401k, pension, great experience. I really liked the job itself, and for a lot of people it really works out great.;Lack of qualified and competent leadership. This is a huge problem with the company and just trickles down to so many levels.;pro pay benefit k pension great experience really liked job lot people really work great con lack qualified competent leadership huge problem company trickle many level;0.93;-0.05;0.93;0
PGandE;Great Colleagues/Poor Leadership;I love the people I work with. Many of them have become extremely close friends...like family. The benefits are great, the pay is good, the job is stable, work life balance can exist if you create the right boundaries and expectation, and you can move from one group to another fairly easily which helps you get a lot more experience.;Very political environment, lots of red tape, leadership is challenging to work with and becoming a leader isn't appealing because they work tons of hours.;pro love people work many become extremely close friend like family benefit great pay good job stable work life balance exist create right boundary expectation move one group another fairly easily help get lot experience con political environment lot red tape leadership challenging work becoming leader appealing work ton hour;0.97;0.15;0.98;0
PGandE;Many great benefits, opportunities to move up.;Many discounts, healthcare is phenomenal Opportunities to grow career & move around;Leadership needs more training Companies bad reputation in community;pro many discount healthcare phenomenal opportunity grow career move around con leadership need training company bad reputation community;0.38;-0.58;-0.18;0
PGandE;Had the best benefits of any company;Benefits and compensation. Both were untouchable. The life-work balance totally depended on the department and the tone was set by the director. The two groups I was in were totally different in that aspect. One had a 9/80 schedule, while the other didn’t bat an eye if you worked 50-60 hours/week.;ESC union employees were paid way more than normal employees which was very discouraging that we were treated as second class employees. Leadership was very poor in general in gas. Too much micromanaging and good-old boys club. The mid level management was atrocious too. Clueless “leaders” and HR that didn’t give a crap about their employees.;pro benefit compensation untouchable life work balance totally depended department tone set director two group totally different aspect one schedule bat eye worked hour week con esc union employee paid way normal employee discouraging treated second class employee leadership poor general gas much micromanaging good old boy club mid level management atrocious clueless leader hr give crap employee;0.38;-0.89;-0.64;0
PGandE;Probably should look elsewhere;Decent Pay, PTO, pension. Work life balance before the fires was great.;Future direction of the company is in question due to the fire risks.;pro decent pay pto pension work life balance fire great con future direction company question due fire risk;0.57;-0.54;-0.3;0
PGandE;Great benefits, hectic environment;Great benefits and comp package;All projects are highest priority. Tons of turnover or job shifting at supervisor level;pro great benefit comp package con project highest priority ton turnover job shifting supervisor level;0.77;0.0;0.8;0
PGandE;At best an unethical organization, at worst, a corrupt one;"Expectations below director level are minimal. Low caliber of employees and leaders, easy to produce ""good work"". Can arrive at 10 and leave at 3 everyday with an hour lunch no questions asked.";"Besides being roughly 50% owned by hedge funds at the moment (never a good thing for a public utility to be owned by an entity that simply wants to make a profit, its counter to the business model), the first item of note is the fact that internal politics and bureaucracy are pushed to the extreme here. The company lacks controls and accountability and believe me, people take advantage. There are good people but few and far between. Many people do virtually nothing all day long. The company in general talks a big game of ""change"" but utterly unwilling to do so in practice. Status quo rules here, how many times did I hear ""don't rock the boat"". Morale is low, employees are generally unfriendly. Lots of older, legacy staff who still believe the company's modus operandi is that of the 1980's, i.e. telling you not to ask them a question where they have to think and find someone else. A general lack of problem solving ability, will to do so, and execution. You must review safety procedures before every meeting, which gets condescending and repetitive. We are all adults, it should be assumed we know how to climb stairs,etc without instructions how to do so at nauseaum. Rampant nepotism and favoritism. Horrible, decrepit facilities akin to the DMV. Lots of older employees preparing to retire with institutional knowledge not handed down to the next generation. In summary, this place is a disaster, no wonder they are constantly dealing with the PR disaster de jour.";pro expectation director level minimal low caliber employee leader easy produce good work arrive leave everyday hour lunch question asked con besides roughly owned hedge fund moment never good thing public utility owned entity simply want make profit counter business model first item note fact internal politics bureaucracy pushed extreme company lack control accountability believe people take advantage good people far many people virtually nothing day long company general talk big game change utterly unwilling practice status quo rule many time hear rock boat morale low employee generally unfriendly lot older legacy staff still believe company modus operandi e telling ask question think find someone else general lack problem solving ability execution must review safety procedure every meeting get condescending repetitive adult assumed know climb stair etc without instruction nauseaum rampant nepotism favoritism horrible decrepit facility akin dmv lot older employee preparing retire institutional knowledge handed next generation summary place disaster wonder constantly dealing pr disaster de jour;0.32;-0.97;-0.82;0
PGandE;PG&E Refused to reschedule interview exam after I had to attend a FUNERAL for my grandfather out of state;Quick response, but no regards to personal emergencies. I had unexpectedly lost my grandparent, the first loss of my immediate family, and had to fly out of state that same week after his death. I was required to take an exam within this same week. I go to school and work full time, as well as attending a last minute service for my grandfather. I emailed them to inform them of my circumstances as to why I was not able to take this exam. They had absolutely no care in the world and I was still required to take the exam by the deadline. Absolutely absurd, I will never work for a company who has NO CARE about their employees.;Does not care about you as a person or any sort of emergency you may be experiencing. Don't waste your time.;pro quick response regard personal emergency unexpectedly lost grandparent first loss immediate family fly state week death required take exam within week go school work full time well attending last minute service grandfather emailed inform circumstance able take exam absolutely care world still required take exam deadline absolutely absurd never work company care employee con care person sort emergency may experiencing waste time;-0.97;-0.49;-0.85;0
PGandE;IT;Fair pay and benefits. Work-life balance really depends on what group you work in.;Ethics and speak up culture are emphasized to individual contributors, while officers need it more.;pro fair pay benefit work life balance really depends group work con ethic speak culture emphasized individual contributor officer need;0.54;0.0;0.6;0
PGandE;Great benefits, but very political;Great benefits and can potentially work in some interesting areas;Do not really push the needle on new ideas or new technologies, contrary to the marketing efforts;pro great benefit potentially work interesting area con really push needle new idea new technology contrary marketing effort;0.86;0.0;0.87;0
PGandE;I'm here to stay;PG&E is one of few companies left that offer a pension to employees. On top of the above average benefits one normally sees at a career level job, PG&E offers multiple additional resources and perks such as discounts and complimentary services, too many to mention. Example being a discount on the utility bill (25% off - if it's with PG&E), Major cell carrier bill discounts, travel, loans, commodities etc. PG&E really cares about health and well being and strives to reduce work related injuries (from desk jobs to field work) by offering ergonomic assessments and equipment to reduce fatigue.;Being a big corporation, change moves slowly and bureaucracy is common gossip around the office. When there is change, it's usually across the board which is both disruptive and can put people out of positions even if their performance is exemplary since they are now a gold plated square peg for a round hole. Though upper management (which there is many layers of) does put effort to reposition these employees its can sometime be hard for the peons to get themselves heard with results.;pro pg e one company left offer pension employee top average benefit one normally see career level job pg e offer multiple additional resource perk discount complimentary service many mention example discount utility bill pg e major cell carrier bill discount travel loan commodity etc pg e really care health well strives reduce work related injury desk job field work offering ergonomic assessment equipment reduce fatigue con big corporation change move slowly bureaucracy common gossip around office change usually across board disruptive put people position even performance exemplary since gold plated square peg round hole though upper management many layer put effort reposition employee sometime hard peon get heard result;0.87;-0.53;0.65;0
PGandE;Racist;"None good old boys with family members in "" white only high paying jobs""";Racist to asians, blacks and Hispanics.;pro none good old boy family member white high paying job con racist asian black hispanic;-0.34;-0.61;-0.75;0
PGandE;Pockets of exemplary corporate behavior, but too often lack of true leadership traits;One employee's work can impact the hearts and minds of PG&E employees which in turn impacts millions of customers and the larger community. There are many pockets of smart employees dedicated to the highest quality service. Excellent benefits, mobility opportunities and community volunteer opportunities.;The shut down of and disrespect for employee talents, creativity, contributions by immature, self-protecting, short-sighted people in some leader positions. Although there are pockets of exemplary corporate behavior and leaders, the environment became more negative, more punitive, less creative, less civil and the walk even further away from the talk.;pro one employee work impact heart mind pg e employee turn impact million customer larger community many pocket smart employee dedicated highest quality service excellent benefit mobility opportunity community volunteer opportunity con shut disrespect employee talent creativity contribution immature self protecting short sighted people leader position although pocket exemplary corporate behavior leader environment became negative punitive le creative le civil walk even away talk;0.97;-0.66;0.96;0
PGandE;Expert records analyst;Good workload , good pay and great benefit;Not open to jump other positions;pro good workload good pay great benefit con open jump position;0.91;0.0;0.91;0
PGandE;Aviation services.;They are overly conscientious about safety due to years of performance issues and deaths attributed to poor decisions.;Poor Morale driven by high turnover in executive and middle management. Poor performance is rewarded. Department management doesn’t perform by holding best practices in accountability and allowing a continued toxic environment.;pro overly conscientious safety due year performance issue death attributed poor decision con poor morale driven high turnover executive middle management poor performance rewarded department management perform holding best practice accountability allowing continued toxic environment;-0.08;0.3;-0.46;0
PGandE;Great company;Great pay, great benefits, great opportunities;During my time there, no cons;pro great pay great benefit great opportunity con time con;0.95;-0.3;0.96;0
PGandE;Good people;Average folks work hard mostly;Management is too bureaucratic and not creative;pro average folk work hard mostly con management bureaucratic creative;-0.1;-0.34;0.36;0
PGandE;Great Learning experience;Great benefits and incentives to maintain healthy habits. The company really motivates you to do volunteer work and donate blood;not enough IT/ Engineering bandwidth to help streamline and simplify processes that take longer than necessary to complete.;pro great benefit incentive maintain healthy habit company really motivates volunteer work donate blood con enough engineering bandwidth help streamline simplify process take longer necessary complete;0.89;0.4;0.93;0
PGandE;Good Experience;Union position if you like the being part of a union;Constant change in work process;pro union position like part union con constant change work process;0.36;0.0;0.36;0
PGandE;Good Company, Bad Rap.;Good people to work with.;Questionable management decisions and actions.;pro good people work con questionable management decision action;0.44;-0.3;0.18;0
PGandE;Rotational program;Excellent experience A lot to learn Its ok to be wrong;You need to push yourself for a permanent position;pro excellent experience lot learn ok wrong con need push permanent position;0.42;0.0;0.42;0
PGandE;Best place to work for;Career growth, learning and great Employee Benefits;not much except that the company is going through the downsizing. I only wish it didn't happen.;pro career growth learning great employee benefit con much except company going downsizing wish happen;0.85;0.4;0.91;0
PGandE;Senior financial analyst;Benefits and work life benefits;Merit rewards are low with bargaining unit;pro benefit work life benefit con merit reward low bargaining unit;0.64;0.59;0.89;0
PGandE;culture has declined!;Great opportunities and exposure within the company;Management is horrible. Hires incompetent individuals. No leadership skills.;pro great opportunity exposure within company con management horrible hire incompetent individual leadership skill;0.77;-0.83;0.08;0
PGandE;Review;Good pay and bonus system, A review mentioned the STIP (short term incentive plan) was a bonus system. It is NOT a bonus system. It's an award and not always granted.;Bankruptcy, Geisha Williams steps down as CEO;pro good pay bonus system review mentioned stip short term incentive plan bonus system bonus system award always granted con bankruptcy geisha williams step ceo;0.9;0.0;0.96;0
PGandE;Great people, excellent values, tough business environment;PG&E is a leading utility in terms of corporate citizenship. Good place to work, leadership is committed to high standards of values. Great place to learn, excellent training, lots of opportunities to grow professionally and work on high profile projects for a variety of disciplines.;"Company suffers from legacy of under-investment, separate business units that compete for a limited pool of resources, decades of ""black hat"" repetitional blows. Pay is competitive in some areas, but not for all. Pay increases tend to be peanut-buttered across all employees, which is frustrating for high-performing employees.";pro pg e leading utility term corporate citizenship good place work leadership committed high standard value great place learn excellent training lot opportunity grow professionally work high profile project variety discipline con company suffers legacy investment separate business unit compete limited pool resource decade black hat repetitional blow pay competitive area pay increase tend peanut buttered across employee frustrating high performing employee;0.95;-0.7;0.91;0
PGandE;Too much stress and pure micromanagement hell.;Top tier pay is good if you last long enough to get there.;Supervisors breathing down your back. No privacy, even in the break room. Watch what you say. If management doesn't hear you, coworkers will stab you in the back.;pro top tier pay good last long enough get con supervisor breathing back privacy even break room watch say management hear coworkers stab back;0.51;-0.72;-0.13;0
PGandE;Good company to acquire a variety of business segment experiences;Great place to learn complex business processes!;Not much room for growth in new technologies.;pro great place learn complex business process con much room growth new technology;0.66;0.38;0.77;0
PGandE;Old boy club mentality has to go or else Company will be destroyed by it!;A few great leaders within our group are forward thinkers and willing to take the right amount of risks. They are usually those who have worked in real companies with no rate payer support. Hopeful for the new CEO coming on board!;Hard to get rid of toxic middle managers who are incompetent and like to create their own old boy club culture for their own advantages and fake reputation and also taking so much control. Especially those who have never worked in other places besides PGE.;pro great leader within group forward thinker willing take right amount risk usually worked real company rate payer support hopeful new ceo coming board con hard get rid toxic middle manager incompetent like create old boy club culture advantage fake reputation also taking much control especially never worked place besides pge;0.8;-0.13;0.79;0
PGandE;Smart people. Limited recognition and follow thru;Eager smart people trying to change culture;Managers not given real power to implement needed changes;pro eager smart people trying change culture con manager given real power implement needed change;0.64;0.0;0.64;0
PGandE;Fit in or get out;Good salaries, good benefits. Most employees care about serving the public.;Relentless work load. Your experience will very much differ depending on which department and work group you land in. Your director's attitude and their career trajectory influence how well your department runs. If your values align with the organization's , you'll succeed. If you have a differing perspective or don't fit in with the corporate conservative culture, you won't find this to be a place where your voice and p.o.v. are heard, welcome or encouraged. I left after a year.;pro good salary good benefit employee care serving public con relentless work load experience much differ depending department work group land director attitude career trajectory influence well department run value align organization succeed differing perspective fit corporate conservative culture find place voice p v heard welcome encouraged left year;0.9;0.89;0.98;0
PGandE;Very Average Utilities Company;Stable Job, Good Benefits, Decent Pay;Unbelievably boring, hard to advance, limited growth opportunists;pro stable job good benefit decent pay con unbelievably boring hard advance limited growth opportunist;0.74;-0.31;0.65;0
PGandE;Great place to work;Good benefits. People has been working for a long time;Have to commute to the city once a week;pro good benefit people working long time con commute city week;0.67;0.0;0.71;0
PGandE;program manager;energy industry driving green initiatives;very regimented in processes and culture;pro energy industry driving green initiative con regimented process culture;0.27;0.0;0.27;0
PGandE;3.5 stars;Good health benefits. Annual bonus. Decent number of talented people.;Management gives good face with often only the appearance of transparency and communication. Pockets of good stuff despite it. Seem to be losing much talent over the bankruptcy. Hope it's temporary.;pro good health benefit annual bonus decent number talented people con management give good face often appearance transparency communication pocket good stuff despite seem losing much talent bankruptcy hope temporary;0.91;0.84;0.98;0
PGandE;Great Benefits & Great Bureaucracy;Great pay and great benefits, lots of job opportunities, and easy to move around to different roles in different areas of the company.;So much bureaucracy - both internally driven and driven by external regulators. Very difficult to get leadership aligned, unreasonable expectations and short-sightedness with regards to organizational design structures and changes.;pro great pay great benefit lot job opportunity easy move around different role different area company con much bureaucracy internally driven driven external regulator difficult get leadership aligned unreasonable expectation short sightedness regard organizational design structure change;0.94;-0.6;0.93;0
PGandE;Walk the talk!;The company tries to do what it thinks it should in terms of training they think will be beneficial to employees. Sadly, it often feels like a waste of time because none of it ever actually gets used. Most training seem to be so that they can check the box and say they offered it.;Criteria for raise, promotion are murky at best. Managers themselves do not understand it well and are not able to explain it well enough to be understood. Often times, questions posed are not answered and although they promise to come back with the information, they usually do not. I think they are afraid to admit they don't really understand it enough to teach it.;pro company try think term training think beneficial employee sadly often feel like waste time none ever actually get used training seem check box say offered con criterion raise promotion murky best manager understand well able explain well enough understood often time question posed answered although promise come back information usually think afraid admit really understand enough teach;-0.05;0.82;0.88;0
PGandE;Review;Good pay and bonus system, A review mentioned the STIP (short term incentive plan) was a bonus system. It is NOT a bonus system. It's an award and not always granted.;Bankruptcy, Geisha Williams steps down as CEO;pro good pay bonus system review mentioned stip short term incentive plan bonus system bonus system award always granted con bankruptcy geisha williams step ceo;0.9;0.0;0.96;0
PGandE;Challenging but can be rewarding;Pension, good benefits, pay is on par;Re-orgs, mid management, brand reputation, tenured entitled employees;pro pension good benefit pay par con orgs mid management brand reputation tenured entitled employee;0.62;0.27;0.77;0
PGandE;Has its ups and downs;The freedom to career change and learn different skills. Benefits are the best in California;Family feel is gone. Who you know and not necessarily what your skills are will move you up the ladder;pro freedom career change learn different skill benefit best california con family feel gone know necessarily skill move ladder;0.9;0.0;0.91;0
PGandE;Had the best benefits of any company;Benefits and compensation. Both were untouchable. The life-work balance totally depended on the department and the tone was set by the director. The two groups I was in were totally different in that aspect. One had a 9/80 schedule, while the other didn’t bat an eye if you worked 50-60 hours/week.;ESC union employees were paid way more than normal employees which was very discouraging that we were treated as second class employees. Leadership was very poor in general in gas. Too much micromanaging and good-old boys club. The mid level management was atrocious too. Clueless “leaders” and HR that didn’t give a crap about their employees.;pro benefit compensation untouchable life work balance totally depended department tone set director two group totally different aspect one schedule bat eye worked hour week con esc union employee paid way normal employee discouraging treated second class employee leadership poor general gas much micromanaging good old boy club mid level management atrocious clueless leader hr give crap employee;0.38;-0.89;-0.64;0
PGandE;Can be better;Flexibility, friendly, good location;Difficult to make changes, middle mgmt doesn’t listen to ground troops.;pro flexibility friendly good location con difficult make change middle mgmt listen ground troop;0.82;-0.36;0.72;0
PGandE;A good, steady company to work at;Great people to work with in the customer side of the business;Slow pace of change due to the regulated natured of the business;pro great people work customer side business con slow pace change due regulated natured business;0.62;0.0;0.62;0
PGandE;Good Compay;Excellent benefits and pension plan. People work well together;Not a cohesive company with a plan. New thinking and legacy thinking tend to make the company not innovative.;pro excellent benefit pension plan people work well together con cohesive company plan new thinking legacy thinking tend make company innovative;0.81;-0.34;0.89;0
PGandE;PGE;Great pay and benefits;Too many politics , it’s all business all the time not family oriented anymore.;pro great pay benefit con many politics business time family oriented anymore;0.74;0.0;0.77;0
