Company;review_title;pros;cons;score_pros;score_cons;insurance_pros;safety_pros;balance_pros;retirement_pros;culture_pros;racism_pros;sexism_pros;ageism_pros;benefits_pros;opportunities_pros;privacy_pros;resources_pros;insurance_cons;safety_cons;balance_cons;retirement_cons;culture_cons;racism_cons;sexism_cons;ageism_cons;benefits_cons;opportunities_cons;privacy_cons;resources_cons
BP;Good;Very good company I say;Nothing con very good I say;0.49;0.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Fantastic group to work with;great people to work with and work for. I always felt like my managers cared about my development and well-being.;meritocracy does not always win the day;0.86;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great People;Great people, strong leadership, took care of their people.;Highly volatile industry prone to expansion and divestment.;0.89;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great;Great company - hope the move to green energy goes well;Too fast to embrace scenarios planned 20 years out;0.88;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Company, but not flexible enough.;Great pay Laid back, but very competent colleagues Fun work environment;Most jobs are in Chicago and it's too expensive to live there;0.89;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great place to work. True to its values.;Diversity, quality of management. Remote work opportunities.;New strategy is to move away from fossil fuels to alternative energies;0.38;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Lost of change, like a foundation built on shifting sand;God benefits and friendly work culture.;A company run by HR and IT without leaders (only managers). Technical skill is not rewarded, promotion by following order from above.;0.78;0.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;A company that cares for employees;Learning opportunities and growth Pay / Bonus' Incredible Work / Life balance;Work load can be a lot Famous for multiple competing projects simultaneously;0.81;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good Company in Midst of Reinvention;Good compensation and benefits. Always had good line managers who treated me fairly. Respectful culture.;Poor work life balance. Very disorganized and bureaucratic. Hard to shift to different parts of the business.;0.89;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;If you want a positive experience with advancement, go elsewhere!;"Proud automotive heritage; premium products; generous 401(k) match, education reimbursement and vacation.";"No mobility or opportunity for promotion; 10,000-person cut in late 2020/early 2021 made all teams way too lean with people overworked with multiple jobs; cut budgets with expectations to deliver the same results; constant reorgs that move people in roles they do not want; poor leadership.4 people found this review helpfulHelpfulShareRepor";0.75;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Company;Great benefits Access to Digital training;Limited opportunities to advance into supervisory positions;0.77;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Company / Tough Transition;Great people company and great benefits.;Going through a restructure of the organizations and moved many positions to lower cost countries giving up a lot of industry knowledge not easily found in other countries. Many challenges with company direction and not sure who is doing what. Overloaded and overworked team members.;0.9;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Working for BP was a great opportunity and experience.;"Great pay and benefits; Great people; Good opportunities for advancement";Too much change too quickly;0.94;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;great pay but lacks excitement;Base Salary, Matching 401K and bonus is great;work lacks excitement in many areas.;0.82;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Employer who appreciates work/life balance;Great work life balance. Employer wants employees to succeed. Lots of opportunities within;Lots of restructuring over the years. Outsourcing of work;0.87;0.78;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good benefits;good benefits and competitive salary;downsizing in legal and in the US;0.74;0.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;It's okay;Hybrid work schedule is nice;Slight disorganized, talk a lot about following processes but deviate when it's convenient.;0.42;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;a confederation of dunces;you'll learn what not to do in your career that comes after;They are complete hypocrites regarding 'Values and behaviours'. US is ruled from England. Leaders in US are disrespectful and do nothing. If you are self serving, selfish manager wannabe, BP is right for you, and they love young, stupid or cheap. They talk the talk all day, don't walk the walk. Culture hasn't changed since Deep Water Horizon, Texas City, etc. Same dumb outsourcing strategies never end. Phony new goals are the same thin veil - digitize and zero carbon.1 person found this review helpfulHelpfulShareRepor;0.0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Lots of positives and a few negatives;I appreciate the net zero ambitions;Stock options have little value as stock keeps dropping price;0.4;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;the new bp;new vision for the future creates new opportunities outside of traditional oil and gas;recent reorg reduces immediate opportunities for advancement;0.69;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;overall success;"outstanding purpose/goal; great people and safety first!";"some corporate politics; urgent ad hoc tasks";0.9;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Work for BP Recommendation A+;Best co-workers and team atmosphere I've ever worked .;There were no downsides for me.;0.64;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Working at BP;Great salary, benefits and people.;Long work hours, which can be stressful at times.1 person found this review helpfulHelpfulShareRepor;0.77;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Different company than the one I joined and not for the better;Decent pay Global opportunities Work from home;Terrible leadership HR just a “yes shop” and very tactical Sinking ship1 person found this review helpfulHelpfulShareRepor;0.3;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Transforming Company;flexible working, large company with potential to travel;may be too large, shrinking in traditional hydrocarbon business;0.23;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good company but no career progression;Good pay, comfortable offices and perks;Limited career progression, limited opportunities for non US / UK employees;0.7;0.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great company, too sad the oil and gas industry is not stable;Great pay, good work-life balance, great people, diversity, inclusion,...;None, I had a good experience working there;0.89;0.87;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Not bad, but no perfect;Great Pay, culture varies from department.;Culture varies from department, hit or miss1 person found this review helpfulHelpfulShareRepor;0.57;0.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;great;good work environment, culture. diversity,;unorganized. over time, politics, no growth;0.44;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;It is a great experience to work for BP;"Big company with a good salary and benefits; good training program";social pressure sometimes is big;0.81;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;A good Company;Great Benefits. Room for personal growth.;Too many organizational layers and separation of teams.;0.85;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Overall great company;Flexible working, great focus on overall employee wellbeing and diversity & inclusion;Can take too long to get to a decision and not always great communication from the leadership;0.72;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;depends on area;ability to self determine scope;not much support from management;0.32;0.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;BP Review;Good benefits, fair pay, world-wide company;Opportunity to work in other segments is limited.;0.75;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good Employer, Less-Good Industry;-Great Compensation -Excellent Resume Building Experience -Brilliant People -Nice Perks and Accomodations such as Gym, Cafeterias, modern workspaces going up -Flexible Working Culture -General Understanding that Family Comes First -Strong focus on values and ethics;-If you're not into Houston or Chicago, thats where the most jobs are -Its a big, corporate, bureaucratic company with a lot of red tape -Change happens slowly -People tend to move positions every two years, based on the way the company org charts are structured (at least for office based jobs), which makes for a lot of unfinished initiatives and projects -The health of the industry truly ebbs and flows with lots of ups and downs1 person found this review helpfulHelpfulShareRepor;0.97;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good Benefits;Benefits and pay are good;Lack of employee well being;0.62;0.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Encourages work life balance but frequent restructuring and job cuts every few years;Great benefits and encourages work life balance.;Hard to stand out among a very large corporation, frequent restructuring and job cuts every few years, & can stifle creativity.1 person found this review helpfulHelpfulShareRepor;0.86;0.78;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;It is a university to tech the best;Best learning ever in any company;Senior management out of touch with mid management;0.64;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Company but;Excellent benefits and working balance. Great people. Most of them.;As with any big company, you have to brown nose with everyone to keep your job. If you do a great job but silent running, you'll be on the list to go out. No one cares. Mid level mangers don't know what they are doing. Just sucking up and draining the company's money and profits. Really.;0.89;0.89;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Company hate to see you go.;Great Company, good benefits and pay.;No problems definitely took care of Employees;0.85;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good company to work for;Great benefits and Flexible schedules;Too much politics, relationships matter more than experience;0.82;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great career;Great pay and benefits, great bosses;Sometimes long hours, but get paid overtime;0.89;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good place to work;good hours and good boss;no cons that i could think of;0.7;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good While It Lasted;Good pay and benefits. Opportunities can present themselves.;Stressful and male dominated. Work Life balance was abysmal.;0.77;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Future of energy transition;Many opportunities and variety of experience.;Transitioning is a stressful time for employees;0.38;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Too many changes;Benefits & compensation, some career growth only if you know someone;Too many changes. As soon as someone comes in the whole org changes. Managemnt don't really care for middle or lower employees. Looking for the bottom line. Who you is the structure of this company if you want to work here.1 person found this review helpfulHelpfulShareRepor;0.64;0.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great place to work;Growth, great pay, great learning opportunity.;Constant change of direction, depending of flavor of the month.;0.92;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Ok;This functions Ok as a company;There will always be room for improvement but This functions Ok as a company;0.3;0.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Lots of Changes;Very good compensation and benefits package;Constant change, restructuring, downsizing, buy-outs, and lay-offs.1 person found this review helpfulHelpfulShareRepor;0.7;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Used to be a good company to work for;Good pay and benefits. Offer chances to move around and add to your experience. Good training programs.;The company is huge and the bureaucracy is painful. They're laying off people left and right. Management cares only about themselves. Lots of red tape that limits the effectiveness of individuals.;0.83;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Limited opportunity;good compensation, benefits and work life balance;"limited (read ""no"") opportunities to move to newer parts of the business (renewables)1 person found this review helpfulHelpfulShareRepor";0.67;0.82;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great company but challenging industry;Castrol BP Vietnam is a joint venture between BP and one local company Petrolimex in Vietnam. This is a great company with great working environment where we work and act on five core value Safety - Excellent - Respect - Courage - One Team. Castrol BP VN is one of the big companies in Vietnam and is in top 50 of Biggest Tax Payers.;Oil and Gas Industry is facing difficulties of CO2 emissions and BP is making radical change of its’ strategy to Net Zero and green energy. Low oil prices impact significantly to the business of BP in general although Castrol BP Vietnam is still very profitable in lubricant business. But Vietnam BU is still impacted by decisions taken globally of BP.;0.98;0.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;I DOnt Know;Are very helpful and nice;I Dont know because i have never had any problems.;0.73;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Interesting & flexible work;Pay & benefits, flexible working, caring company;Layoffs galore - experienced at least 5 rounds of lay offs over the past 8 years, continuously keeping people in uncertainty.;0.74;0.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;GoM finance is very dysfunctional.;flexibility to work from home some days of the week. OUTSIDE the Gulf of Mexico, culture is OK.;FINANCE is dysfunctional. Open nepotism (manager fired a subordinate to put their spouse in place). Other managers looked the other way. People get fired if they speak up. Backstabbing culture. Life/work balance does not exist.1 person found this review helpfulHelpfulShareRepor;0.34;-0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great culture to work. Amazing benefits and fair potencial to grow.;Culture, Diversity, Exposure and Values;Big corporate, get ready for changes and re orgs every other year.;0.4;0.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Cashier;Easy to work and nice company;A gas station requires patience;0.69;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great company;BP is the best company to work for in the energy space. They have a clear strategy about the future of global energy.;I do not have any cons to report.;0.88;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Environment;Great place to work and socialize;I have no cons to submit;0.62;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;It was good while it lasted!;Pension and other benefits were stellar;Didn't always make good decisions on long term maintenance issues!;0.38;0.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Review;Good salary and excellent benefits;Poor management and unnecessarily complex processes2 people found this review helpfulHelpfulShareRepor;0.85;0.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good employer while they were still in Alaska;Challenging work environment and good compensation;BP is no longer in Alaska and is completely restructuring now;0.54;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great company to work for, but expect long hours;Good pay, great benefits (including a pension), amazing people to work with, and if you network well you can create your own advancement opportunities. The company is trying to re-invent itself in a more renewable energy direction, which is inspiring as well!;No work-life balance (both in terms of long hours and being available during weekends or allotted time off). Allotted time off is generally lower than the industry standard.;0.98;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Very good company, care about employees;Very good company, care about employees;Impacted by downturn of industry.;0.77;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great place to work;great benefits and above average salaries;bureaucratic when it comes to progressing projects;0.77;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;BP;Great People, Teamwork approach, global initiatives;Management/Leadership lacking, especially in mid-senior level;0.62;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Diversity & Inclusion;Very good compensations and 401K benefits;Usually less open to change because they are risk-averse;0.7;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good company -;Good benefits Pay, flexible, bonus program;They go through a downsize every year;0.86;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Was a great place to work;This company is very social and a fun place to work. Prior to the “new ambitions” I had my dream job. Lots of focus on personal well-being and great benefits.;They laid off so many people with the promise of doing less, but with no guidelines on what to stop. Work life balance all talk. Now 9/80s are ending too. Like anyone can get their work done in 8 hour days anyway.1 person found this review helpfulHelpfulShareRepor;0.9;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Company Re-Invents Itself, Gives Employees a Chance to Re-Invent Themselves;Very good pay, healthcare, pension AND 401(k);rapidly shifting priorities/directions, resource limited;0.36;0.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Ok benefits to get by but very bureaucratic;Good benefits and relatively good work life balance;No clear direction in career development and very bureaucratic. Lots of politics at play;0.81;0.79;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;*;Good pay and good benefits;Very political, who you know matters;0.79;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Projects Analyst;good pay, good benefits, good people;can be slow and cumbersome to get things done;0.87;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great place to work;Re inventing and moving to zero carbon. Great people. Good salary, other benefits getting worse;Reorganises every two years without fail. Culture changing to be more ruthless .;0.76;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Some good some bad.;When it's at its best, lots of resources and good benefits. People are usually open to talk and mentor you. People are very smart, and you'll learn a lot just being there.;At it's worst, lots of good ol' boy culture and definitely was overworked without the pay to compensate for it. If you're saddled with a bad supervisor (which is hard to get rid of in a big company) can be the worst experience for you. Not as inhospitable as other trade shops, but can be inhospitable. People not the most patient or understanding.;0.91;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good company but in transition;Good salary and benefits, okay vacation, great action on diversity;Transition to green and low carbon energy which is low margin and would put pressure on compensation as well as uncertain future;0.89;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;good;good people good culture houston;ok - oil and gas fluctuations;0.7;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Loved it;Tons of growth Good pay, benefits Strong leaders Excellent culture Travel;Not many opportunities to work from home and many reorganizations;0.93;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Over-Worked Under-Paid;Good benefits, good bonus if it's a year you get one;Poor communication, can work hard as you want and not potentially get a bonus since it's an oil major and dependent upon crude prices;0.9;0.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good Spot;Salary and compensation is outstanding out of college.;Pigeon hole in your career.;0.61;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great place to work!;Great place to work, amazing benefits;People being layoff due to the re-org.;0.89;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Asset Team Leader;Pay is excellent but worklife balance is not good.;Constant reorganizations, high stress levels due to job uncertainty.1 person found this review helpfulHelpfulShareRepor;-0.24;0.38;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Disappointing Experience;Challenging work Good benefits Good work/life balance;Poor Upper Management Advancement based on nepotism rather than merit;0.84;0.76;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Place to work;Safety culture, benefits, training, flexibility;Internal processes makes it very complex and time consuming;0.78;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great;Great place to work with good benefits;long hours of working environments;0.86;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Company, People, Facilities & Benefits... wish they had keep their word!;Great Facilities, good smart people, best of breed hardware & software, great benefits.;Sr. Management in UK in HR is overbearing in direction of HR in US. HR jobs in USA will go before UK HR jobs when things get tight, even if USA is the bigger business.2 people found this review helpfulHelpfulShareRepor;0.97;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Going through a huge cleansing;Flexible, good work like balance;Unstable, you never feel secure in your job, they are always trying to find the cheapest employee no matter talent, dedication... If your job can be done in India you are going to be training India soon no matter how poorly, bad quality of a job they do.;0.74;-0.41;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Overall good company, cares about employees;Innovative, employee friendly, opportunity to move across business, training and development opportunities;Slow decision making, hierarchical, complex, changes often, focus on network over performance;0.89;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Heading the right direction;Good benefits and culture within the company;Convoluted structure and a little of a confusion within the new transition;0.67;0.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Typical corporate mentality;Above average pay, good benefits;Culture that is portrayed is only window dressing2 people found this review helpfulHelpfulShareRepor;0.62;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Wonderful place - if you want to work a lot!;Love my job, have learn a lot over time;it is lots of work;0.64;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Positive culture;- Great culture. For the most part, everyone takes care of one another and live by company's Values and Behaviour.;Company is too matrix. Requires a lot of chains of approvals before anything gets done.;0.88;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Corruption;401k match (14% contribution annually if you contribute 7%);No opportunity for advancement. Massive gender pay gap. Toxic culture of unhappy employees that is encouraged and embraced by executive team. Abysmal safety record and management does not care;0.0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;GREAT COMPANY TO WORK FOR;great pay, great benefits, fun people, fun environment;terrible recruiting, bad management, intern program is ruthless;0.95;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Large energy company that is going through exciting digital transformation;Have taken on a bullish position on digital transformation;Large company culture slows down progress;0.0;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good reliable place;Excellent benefits compared to most;Shrinking industry and outdated technology;0.74;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;good pay;good pay and benefits even for entry level.;upper level leadership is out of touch with the people that keep them employed;0.62;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Communications Function is Mismanaged;remuneration, co-workers, facilities, travel, benefits;management, failure to adhere to company policies;0.38;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Really political - not a meritocracy;Good salary and benefits. Great opportunities to work when business is doing well...;You have to always have to have good connections to maintain employment - quality of work not as important as how you are perceived by upper management.;0.92;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Place to work;Flexibility, leadership, opportunities, nice people, location;politics, old systems, not invented here syndrome;0.78;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Ok;Good coffee indeed and nice biscuits;Poor cups not well insulated;0.69;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good benefits eh environment;Good benefits, stable place to build career;Bad work like balance, no real friendship in office, politics is rampant - dont know whos looking and whos talking about who, pay too low for certain roles;0.77;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Wonderful Employer;Salary, Benefits, and Environment all exceptional;No advancements. No streamlined equality between work groups.;0.38;0.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Company;Benefits, stock match, bp culture;Mediocre pay, reorg frustrating, culture,;0.38;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Good company;Many pros to working here. Great benefits.;Not a lot, refinery life is stressful;0.77;0.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Management;Flexible Schedule to work with;Disorganized management and buddy culture;0.23;0.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;BP;Good Pay and great benefits;Frequent Change and restructuring every 12 to 18 months.;0.85;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;New strategy;Good people and work life balance;New strategy unclear to current employees;0.44;0.7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;ACCOUNT MANAGEMENT;Very good benefit & wellness programs;They moved out of downtown Chicago and displaced many employees. Turned around 5 years later and moved back downtown and displaced many employees.;0.85;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great company;Great company to work for. work / life balance really good;Networking required for promotion, ok;0.81;0.84;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Commodity Risk Analyst;the benefits are excellent (pension, 7% 401k match);they cut 25% of office workers and all of the work is going to those that remain1 person found this review helpfulHelpfulShareRepor;0.74;0.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Meh;Driving truck bread pastry travel;Overnight long hours wildlife weather management;0.0;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Operations Associate;Stable, good company and life benefits;Tends to be bureaucratic and political;0.77;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Great Company, even better people;Great people/ world class leader in energy;Hard to move up if you are not an engineer.;0.74;0.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BP;Reinventing through digital innovation;good career development & learning support;slow moving and bogged down by consensus management;0.68;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
